id,name,email,phone,address,city,state,country,postal_code,created_at,updated_at,gender,source_id,account_id,contact_category_id,is_vip
10224,Lidiane :),,+55 (31) 98778-1063,,,Minas Gerais,Brasil,,2025-08-13 15:31:36.813471+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10225,Rafael Aquino🇳🇬🇯🇲🇰🇪🇿🇦🇬🇭,,+55 (31) 98803-7914,,,Minas Gerais,Brasil,,2025-07-28 17:36:10.766474+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10226,Danielle Ramos,,+55 (31) 98863-9692,,,Minas Gerais,Brasil,,2025-08-04 12:25:26.24626+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10227,Lari,,+55 (31) 98922-3115,,,Minas Gerais,Brasil,,2025-06-24 17:18:10.529773+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10228,Jaine Faria,,+55 (31) 99103-2991,,,Minas Gerais,Brasil,,2025-07-21 11:56:47.61283+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10229,Atrium Turismo,,+55 (31) 99119-6601,,,Minas Gerais,Brasil,,2025-07-30 16:52:23.486906+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10230,Elisa Barros,,+55 (31) 99159-0113,,,Minas Gerais,Brasil,,2025-06-19 02:55:30.156944+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10231,553191656841,,+55 (31) 99165-6841,,,Minas Gerais,Brasil,,2025-07-16 22:11:01.315007+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10232,MÁRLON,,+55 (31) 99209-7472,,,Minas Gerais,Brasil,,2025-07-18 00:25:53.879295+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10233,Cristina,,+55 (31) 99325-8949,,,Minas Gerais,Brasil,,2025-08-25 15:09:50.337792+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10234,Aníbal,,+55 (31) 99351-1528,,,Minas Gerais,Brasil,,2025-08-07 19:46:16.143309+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10235,Livia Fernandes,,+55 (31) 99382-4667,,,Minas Gerais,Brasil,,2025-06-22 22:12:20.736729+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10236,Contato WhatsApp,,+55 (31) 99436-6644,,,Minas Gerais,Brasil,,2025-08-27 12:56:41.598096+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10237,Jodel,,+55 (31) 99500-4292,,,Minas Gerais,Brasil,,2025-07-02 13:46:11.094285+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10238,Regina Lourdes,,+55 (31) 99505-8121,,,Minas Gerais,Brasil,,2025-07-04 22:04:36.193547+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10239,Adriano Soares,,+55 (31) 99512-1805,,,Minas Gerais,Brasil,,2025-08-08 12:51:03.821539+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10240,Isadora Montenegro,,+55 (31) 99602-9289,,,Minas Gerais,Brasil,,2025-08-08 18:44:35.823097+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10241,Winderson,,+55 (31) 99621-6473,,,Minas Gerais,Brasil,,2025-07-25 22:20:38.955737+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10242,Milene,,+55 (31) 99671-6975,,,Minas Gerais,Brasil,,2025-08-14 22:14:23.321685+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10243,Antonio Albuquerque,,+55 (31) 99791-3649,,,Minas Gerais,Brasil,,2025-07-04 12:24:42.774018+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10244,@ErikaPenidoMoraes,,+55 (31) 99799-3529,,,Minas Gerais,Brasil,,2025-08-06 04:35:36.085555+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10245,Claudia Marques,,+55 (31) 99807-5764,,,Minas Gerais,Brasil,,2025-08-09 11:11:12.154035+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10246,Vic Paço,,+55 (31) 99842-3556,,,Minas Gerais,Brasil,,2025-07-24 10:10:22.038782+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10247,Breno Lobato,,+55 (31) 99875-9666,,,Minas Gerais,Brasil,,2025-07-29 21:03:29.839407+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10248,*Gi*,,+55 (31) 99907-8816,,,Minas Gerais,Brasil,,2025-08-14 12:35:42.970673+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10249,Pedro Ferreira,,+55 (31) 99952-3187,,,Minas Gerais,Brasil,,2025-08-26 13:55:51.889635+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10250,Rosangela,,+55 (31) 99970-3817,,,Minas Gerais,Brasil,,2025-08-23 13:54:09.449945+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10251,𝐏𝐀𝐔𝐋𝐀 𝐂𝐀𝐌𝐀𝐑𝐀,,+55 (31) 99994-4039,,,Minas Gerais,Brasil,,2025-07-21 20:41:38.677295+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10252,Fernanda Cidrine,,+55 (32) 98427-1414,,,Minas Gerais,Brasil,,2025-06-23 15:35:04.045901+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10253,🇧🇷,,+55 (32) 98812-1627,,,Minas Gerais,Brasil,,2025-06-20 11:47:51.54808+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10254,Laura Bastos,,+55 (32) 99107-9615,,,Minas Gerais,Brasil,,2025-08-25 14:13:55.193326+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10255,Contato WhatsApp,,+55 (32) 99115-9577,,,Minas Gerais,Brasil,,2025-08-19 16:57:04.352454+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10256,Letícia Cunha,,+55 (32) 99118-6274,,,Minas Gerais,Brasil,,2025-08-26 15:58:31.087676+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10257,Contato WhatsApp,,+55 (32) 99193-1515,,,Minas Gerais,Brasil,,2025-08-18 20:34:37.535948+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10258,Contato WhatsApp,,+55 (32) 99918-6814,,,Minas Gerais,Brasil,,2025-08-07 19:24:21.793684+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10259,Lara Rezende,,+55 (32) 99948-7915,,,Minas Gerais,Brasil,,2025-07-21 11:55:35.223789+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10260,Elise Bertelli,,+55 (32) 99974-4027,,,Minas Gerais,Brasil,,2025-08-01 19:06:23.67174+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10261,Marcone,,+55 (33) 98419-3324,,,Minas Gerais,Brasil,,2025-08-04 11:38:49.563904+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10262,Maciel,,+55 (33) 98868-3461,,,Minas Gerais,Brasil,,2025-08-08 12:52:47.433278+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10263,Marcone,,+55 (33) 99148-7172,,,Minas Gerais,Brasil,,2025-07-28 15:09:44.33333+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10264,José  Arnóbio,,+55 (33) 99985-0798,,,Minas Gerais,Brasil,,2025-08-26 22:00:59.534779+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10265,Christiana Naves,,+55 (34) 98811-0099,,,Minas Gerais,Brasil,,2025-07-29 12:04:08.181594+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10266,Célio Hygino Filho,,+55 (34) 98824-3870,,,Minas Gerais,Brasil,,2025-07-16 19:48:51.080241+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10267,Albano,,+55 (34) 98827-9193,,,Minas Gerais,Brasil,,2025-08-27 12:23:04.844779+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10268,Contato WhatsApp,,+55 (34) 99104-2773,,,Minas Gerais,Brasil,,2025-08-19 16:09:10.759996+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10269,jonasvaz634,,+55 (34) 99188-4020,,,Minas Gerais,Brasil,,2025-06-28 11:17:25.821471+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10270,Sebastiana,,+55 (34) 99763-6090,,,Minas Gerais,Brasil,,2025-06-19 23:08:37.720559+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10271,Gladston César,,+55 (34) 99778-8844,,,Minas Gerais,Brasil,,2025-07-03 12:14:29.386447+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10272,Alessandro,,+55 (34) 99992-1079,,,Minas Gerais,Brasil,,2025-06-19 18:20:59.446959+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10273,Mari Costa,,+55 (35) 98709-1930,,,Minas Gerais,Brasil,,2025-08-18 12:25:21.449176+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10274,Claudia Amaral,,+55 (35) 98881-4788,,,Minas Gerais,Brasil,,2025-08-20 20:15:07.400377+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10275,35998046630,,+55 (35) 99804-6630,,,Minas Gerais,Brasil,,2025-07-26 16:34:17.622166+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10276,Ewerson Marcelino,,+55 (35) 99996-2897,,,Minas Gerais,Brasil,,2025-07-01 23:47:38.483288+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10277,553784027831,,+55 (37) 98402-7831,,,Minas Gerais,Brasil,,2025-06-24 21:47:31.119759+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10278,Ana Paula Infantini,,+55 (37) 98802-7325,,,Minas Gerais,Brasil,,2025-07-26 09:22:13.531536+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10279,Moysa,,+55 (37) 98851-6127,,,Minas Gerais,Brasil,,2025-06-23 13:08:23.871481+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10280,Cíntia,,+55 (37) 99149-2304,,,Minas Gerais,Brasil,,2025-06-30 13:31:54.781502+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10281,Karine Rocha,,+55 (37) 99194-2523,,,Minas Gerais,Brasil,,2025-08-22 17:49:51.478657+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10282,Contato WhatsApp,,+55 (38) 99999-0541,,,Minas Gerais,Brasil,,2025-07-29 12:14:59.45263+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10283,Hugo Callender,,+55 (41) 98795-0110,,,Paraná,Brasil,,2025-08-22 16:24:44.335915+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10284,Wellingthon,,+55 (41) 98814-5522,,,Paraná,Brasil,,2025-07-22 15:39:44.600182+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10285,Fernanda Brunken,,+55 (41) 98833-8383,,,Paraná,Brasil,,2025-06-29 19:44:31.055173+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10286,Contato WhatsApp,,+55 (41) 99111-2152,,,Paraná,Brasil,,2025-08-13 15:01:48.618863+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10287,Zico Madureira,,+55 (41) 99191-6687,,,Paraná,Brasil,,2025-07-17 01:12:43.906878+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10288,Contato WhatsApp,,+55 (41) 99213-2003,,,Paraná,Brasil,,2025-07-30 22:24:24.020073+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10289,Ivan Martins,,+55 (41) 99243-2180,,,Paraná,Brasil,,2025-07-17 11:56:08.321317+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10290,Cris Souza,,+55 (41) 99252-3179,,,Paraná,Brasil,,2025-06-26 10:59:04.799981+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10291,Contato WhatsApp,,+55 (41) 99594-6643,,,Paraná,Brasil,,2025-07-29 13:03:33.147277+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10292,Adriane Souza,,+55 (41) 99609-9141,,,Paraná,Brasil,,2025-07-30 20:06:38.710412+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10293,Mariella,,+55 (41) 99627-6226,,,Paraná,Brasil,,2025-07-26 23:49:26.465721+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10294,Art,,+55 (41) 99639-6292,,,Paraná,Brasil,,2025-06-23 20:49:41.937175+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10295,Thaís Munaretto,,+55 (41) 99646-9228,,,Paraná,Brasil,,2025-08-04 15:18:19.649374+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10296,Nara Gobor,,+55 (41) 99666-9935,,,Paraná,Brasil,,2025-07-30 13:19:33.766881+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10297,Vini Kami,,+55 (41) 99732-1598,,,Paraná,Brasil,,2025-07-16 23:32:13.316443+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10298,Tassiane Zonato,,+55 (41) 99789-3423,,,Paraná,Brasil,,2025-06-28 18:28:34.3948+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10299,Patricia,,+55 (41) 99826-3268,,,Paraná,Brasil,,2025-07-27 14:55:01.15021+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10300,Alex,,+55 (41) 99909-4981,,,Paraná,Brasil,,2025-07-04 16:33:34.612785+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10301,Deborah / Clube Turismo,,+55 (41) 99928-4530,,,Paraná,Brasil,,2025-08-19 19:58:42.595899+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10302,Adriana,,+55 (41) 99946-3049,,,Paraná,Brasil,,2025-07-15 16:35:20.281987+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10303,Eliz,,+55 (41) 99951-6451,,,Paraná,Brasil,,2025-06-28 22:47:18.957873+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10304,Veronica,,+55 (41) 99954-3580,,,Paraná,Brasil,,2025-07-28 19:35:36.115635+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10305,Amanda,,+55 (41) 99977-5186,,,Paraná,Brasil,,2025-06-23 20:07:17.181604+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10306,Thais Romanini,,+55 (41) 99982-9789,,,Paraná,Brasil,,2025-08-05 22:04:53.154713+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10307,Caryne,,+55 (41) 99999-6006,,,Paraná,Brasil,,2025-06-23 14:15:54.438125+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10308,Marcos Baldissera,,+55 (42) 99910-5187,,,Paraná,Brasil,,2025-08-20 17:25:22.234035+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10309,Marcio,,+55 (42) 99914-2072,,,Paraná,Brasil,,2025-07-25 21:11:45.83544+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10310,Saymon,,+55 (42) 99967-9025,,,Paraná,Brasil,,2025-08-15 12:57:41.916699+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10311,José Fernando,,+55 (43) 99107-4298,,,Paraná,Brasil,,2025-08-18 16:06:13.242552+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10312,Maykon Maia,,+55 (43) 99114-8827,,,Paraná,Brasil,,2025-06-24 18:11:22.705556+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10313,Demisson Borges,,+55 (43) 99162-1301,,,Paraná,Brasil,,2025-06-25 22:38:39.367315+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10314,Contato WhatsApp,,+55 (43) 99190-1269,,,Paraná,Brasil,,2025-07-28 17:23:27.915954+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10315,Valter Soares,,+55 (43) 99635-6555,,,Paraná,Brasil,,2025-07-01 14:35:26.313323+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10316,Dani Zanardi,,+55 (43) 99666-8183,,,Paraná,Brasil,,2025-06-26 13:07:14.025785+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10317,Gabriela Bordignon,,+55 (43) 99699-4028,,,Paraná,Brasil,,2025-08-11 12:42:40.809606+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10318,Flavia Gomes,,+55 (43) 99948-5880,,,Paraná,Brasil,,2025-08-18 13:36:09.675161+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10319,Mercia Paula,,+55 (43) 99985-3025,,,Paraná,Brasil,,2025-07-16 13:28:04.617427+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10320,*L P A*,,+55 (43) 99985-9336,,,Paraná,Brasil,,2025-08-19 12:54:41.791225+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10321,Ferreira,,+55 (43) 99988-6669,,,Paraná,Brasil,,2025-07-05 00:50:55.703252+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10322,Regianne,,+55 (43) 99991-1706,,,Paraná,Brasil,,2025-07-21 19:34:01.036617+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10323,Renata,,+55 (44) 98433-6779,,,Paraná,Brasil,,2025-06-16 18:00:22.659443+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10324,Manoela Mora,,+55 (44) 98829-5869,,,Paraná,Brasil,,2025-06-20 20:40:35.283577+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10325,Daniel Ornaghi,,+55 (44) 98833-1007,,,Paraná,Brasil,,2025-07-28 17:34:36.368399+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10326,Isabela Scholze,,+55 (44) 99172-9768,,,Paraná,Brasil,,2025-06-23 11:42:02.688166+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10327,Nathalia Yamaguro,,+55 (44) 99773-3000,,,Paraná,Brasil,,2025-07-18 01:48:47.38929+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10328,Tanielle Christina,,+55 (44) 99893-6270,,,Paraná,Brasil,,2025-07-02 23:55:59.833415+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10329,Contato WhatsApp,,+55 (44) 99923-1593,,,Paraná,Brasil,,2025-06-28 15:14:19.379702+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10330,Maria Helena,,+55 (44) 99961-6915,,,Paraná,Brasil,,2025-08-06 17:10:10.46315+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10331,Djalma Palin Junior,,+55 (44) 99967-6116,,,Paraná,Brasil,,2025-08-22 13:33:15.411637+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10332,Sol,,+55 (44) 99991-0706,,,Paraná,Brasil,,2025-08-01 14:33:10.499569+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10333,Daniele Pacheco,,+55 (45) 98413-5509,,,Paraná,Brasil,,2025-06-25 13:33:49.586572+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10334,Marli A.S. Scappini,,+55 (45) 99853-1948,,,Paraná,Brasil,,2025-08-04 17:55:18.305131+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10335,Giselle,,+55 (47) 98415-9005,,,Santa Catarina,Brasil,,2025-08-06 21:39:44.556853+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10336,J.B,,+55 (47) 98416-1000,,,Santa Catarina,Brasil,,2025-08-27 12:20:24.84065+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10337,*Rafael*,,+55 (47) 98815-4099,,,Santa Catarina,Brasil,,2025-07-30 20:12:31.976505+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10338,Carla Zermiani Leopoldo,,+55 (47) 98861-6887,,,Santa Catarina,Brasil,,2025-08-20 16:18:30.438856+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10339,Daniel,,+55 (47) 98872-4557,,,Santa Catarina,Brasil,,2025-08-04 12:32:27.992161+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10340,Kitiane Psicóloga,,+55 (47) 99103-5803,,,Santa Catarina,Brasil,,2025-06-24 20:45:13.258182+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10341,MÁRCIA,,+55 (47) 99199-0599,,,Santa Catarina,Brasil,,2025-07-18 13:47:22.661831+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10342,Lucas Schwants,,+55 (47) 99219-8641,,,Santa Catarina,Brasil,,2025-08-25 13:25:29.400573+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10343,Contato WhatsApp,,+55 (47) 99229-7907,,,Santa Catarina,Brasil,,2025-08-06 18:37:34.272168+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10344,Lara Sofia,,+55 (47) 99281-0939,,,Santa Catarina,Brasil,,2025-08-07 20:40:27.180065+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10345,A M LEÃO,,+55 (47) 99281-3952,,,Santa Catarina,Brasil,,2025-06-16 12:45:19.15476+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10346,Adriana,,+55 (47) 99282-1133,,,Santa Catarina,Brasil,,2025-07-29 16:51:14.589567+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10347,Jonatha Oliveira,,+55 (47) 99602-0406,,,Santa Catarina,Brasil,,2025-08-18 13:42:58.303312+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10348,Vera Petry,,+55 (47) 99613-1311,,,Santa Catarina,Brasil,,2025-08-04 12:53:18.368249+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10349,Eduardo Acioli,,+55 (47) 99641-5538,,,Santa Catarina,Brasil,,2025-08-25 12:45:25.115366+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10350,Anderson De Simas,,+55 (47) 99652-3528,,,Santa Catarina,Brasil,,2025-08-18 20:35:39.86893+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10351,Ana,,+55 (47) 99653-5347,,,Santa Catarina,Brasil,,2025-08-25 12:42:17.665397+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10352,Dr Igor Simões Flório,,+55 (47) 99666-7605,,,Santa Catarina,Brasil,,2025-07-17 11:54:15.082368+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10353,Márcia Wagner,,+55 (47) 99686-4566,,,Santa Catarina,Brasil,,2025-08-04 13:25:04.94353+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10354,Dalci,,+55 (47) 99935-3936,,,Santa Catarina,Brasil,,2025-06-23 12:18:04.46259+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10355,Larissa Maestri,,+55 (47) 99941-5514,,,Santa Catarina,Brasil,,2025-08-11 12:26:25.083099+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10356,❤️👨‍👩‍👦🙏,,+55 (47) 99953-4851,,,Santa Catarina,Brasil,,2025-07-22 14:44:03.770417+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10357,KeviN 😎,,+55 (47) 99970-5791,,,Santa Catarina,Brasil,,2025-06-28 17:09:40.825017+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10358,José Pedro,,+55 (47) 99981-1309,,,Santa Catarina,Brasil,,2025-08-18 16:34:16.538418+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10359,Fernando Martins,,+55 (47) 99993-9620,,,Santa Catarina,Brasil,,2025-08-22 12:57:03.438085+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10360,Sabrina,,+55 (47) 99995-5868,,,Santa Catarina,Brasil,,2025-08-05 19:34:37.940301+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10361,Gabriela Bordonal,,+55 (47) 99995-7740,,,Santa Catarina,Brasil,,2025-08-20 19:32:21.49486+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10362,Angela Pappis,,+55 (47) 99997-6936,,,Santa Catarina,Brasil,,2025-06-25 20:49:24.209372+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10363,Edson Branco,,+55 (48) 97400-2528,,,Santa Catarina,Brasil,,2025-08-21 16:54:13.568994+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10364,Lena Freitas,,+55 (48) 98412-2386,,,Santa Catarina,Brasil,,2025-06-20 18:12:24.26364+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10365,Rodrigo,,+55 (48) 98464-9900,,,Santa Catarina,Brasil,,2025-06-23 13:12:40.48665+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10366,Alexandre Bittencourt,,+55 (48) 98500-6879,,,Santa Catarina,Brasil,,2025-08-11 12:43:15.709142+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10367,Marlos Henrique,,+55 (48) 98820-0846,,,Santa Catarina,Brasil,,2025-08-19 12:15:56.164825+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10368,Alfredo Wagner Park Hotel,,+55 (48) 98826-6242,,,Santa Catarina,Brasil,,2025-07-28 10:22:55.065585+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10369,Naracélia Costa Correia,,+55 (48) 98839-3726,,,Santa Catarina,Brasil,,2025-07-25 14:41:40.12569+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10370,Janete Umbelino,,+55 (48) 99122-0241,,,Santa Catarina,Brasil,,2025-08-22 12:55:23.418508+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10371,Celso Lins Avocacia,,+55 (48) 99143-0810,,,Santa Catarina,Brasil,,2025-07-02 13:33:09.083331+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10372,Andre Garofallis,,+55 (48) 99162-1100,,,Santa Catarina,Brasil,,2025-07-02 14:22:42.285566+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10373,Maria Eduarda Coppi,,+55 (48) 99218-0246,,,Santa Catarina,Brasil,,2025-07-02 22:15:13.205187+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10374,Camila Souza,,+55 (48) 99225-2972,,,Santa Catarina,Brasil,,2025-07-22 23:03:19.643158+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10375,Olguins,,+55 (48) 99607-4711,,,Santa Catarina,Brasil,,2025-08-06 12:30:21.62562+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10376,Ana Belani,,+55 (48) 99613-2388,,,Santa Catarina,Brasil,,2025-07-22 18:42:32.815986+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10377,Ivan,,+55 (48) 99627-8260,,,Santa Catarina,Brasil,,2025-06-23 13:27:01.140761+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10378,Matheus Nunes,,+55 (48) 99651-2221,,,Santa Catarina,Brasil,,2025-08-18 21:53:31.595652+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10379,Camila,,+55 (48) 99800-1908,,,Santa Catarina,Brasil,,2025-06-20 20:54:21.104809+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10380,Adolfo,,+55 (48) 99927-9129,,,Santa Catarina,Brasil,,2025-08-07 22:24:36.378641+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10381,Val Nunes,,+55 (48) 99933-0057,,,Santa Catarina,Brasil,,2025-07-01 17:52:28.690419+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10382,.,,+55 (48) 99938-9751,,,Santa Catarina,Brasil,,2025-06-19 13:02:55.356305+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10383,‎Jota Silveira,,+55 (48) 99967-2836,,,Santa Catarina,Brasil,,2025-08-13 15:35:02.545679+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10384,Contato WhatsApp,,+55 (48) 99972-3839,,,Santa Catarina,Brasil,,2025-07-22 18:02:49.272584+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10385,Teresa Meirinho,,+55 (48) 99972-3983,,,Santa Catarina,Brasil,,2025-07-17 11:55:50.235351+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
10386,Nauro Pedro,,+55 (48) 99972-8885,,,Santa Catarina,Brasil,,2025-08-06 18:21:37.986084+00,2025-08-27 13:11:21.224299+00,,13,179,12,false
